frame,pose,left_knee,right_knee,left_elbow,right_elbow,left_shoulder,right_shoulder
frame_0000.jpg,Bhujangasana,165.90521170879592,170.82813831671066,164.2653531804642,173.21689402798026,23.085382765263063,26.55694731104976
frame_0001.jpg,Bhujangasana,167.85443103686384,173.21351802592432,158.17913652422283,169.0540450498831,27.2686609198132,24.77889174979609
frame_0002.jpg,Bhujangasana,167.30006592516276,170.9227476177823,148.79370474187425,176.14803678472364,59.50424110454855,26.860443281371698
frame_0003.jpg,Bhujangasana,166.15521945054613,167.95988260409806,177.89097434084184,176.60678396815223,44.086219898314326,30.59373369021931
frame_0004.jpg,Bhujangasana,164.63831515046843,166.65892134352228,145.21108046664773,179.45577915433776,53.82731431069414,31.29450916134401
frame_0005.jpg,Bhujangasana,164.1175960396744,166.3339418065527,151.53473434215977,96.74337580484593,24.26526006021448,4.372097742786507
frame_0006.jpg,Bhujangasana,165.2625633144548,167.3301973990656,104.96618356243611,35.39666602678984,41.22662841486134,21.031262091618444
frame_0007.jpg,Bhujangasana,176.0944192957086,171.50594374455673,135.77146240417304,91.21637186354916,36.75753961203908,26.545186349167235
frame_0008.jpg,Bhujangasana,169.3246148506761,163.58373359230808,128.09372797414326,125.44122859338049,37.35585936635452,27.68015170227575
frame_0009.jpg,Bhujangasana,167.55913017945338,160.13062343413858,152.3946078568098,145.99525798038744,33.31348348557546,26.06121113498003
frame_0010.jpg,Bhujangasana,161.56932788187353,149.23344386948563,174.9189206349917,159.51843652188896,36.03234031230201,27.787659552720697
frame_0011.jpg,Bhujangasana,158.89226260395017,145.83974217112495,178.02510301072633,170.28298132844927,38.10939845285498,30.610425191960168
frame_0012.jpg,Bhujangasana,166.911253727108,156.7285063371424,176.45580990041552,174.9137537271089,39.7051641608782,37.284698343338704
frame_0013.jpg,Bhujangasana,166.84880754573436,156.72475838199117,174.0719676214467,175.57282482553774,39.97440650971387,37.173044356752335
frame_0014.jpg,Bhujangasana,165.81027683122986,155.6601454727541,174.30646032544144,174.75933316496847,39.90456359253208,37.15901311639362
frame_0000.jpg,Padmasana,172.62002279065837,136.19914959376155,151.69186366302822,154.34554282961548,29.932479819311748,28.906688167285875
frame_0001.jpg,Padmasana,177.39251497203688,151.1908702938523,157.3208590865393,161.17298533739438,29.282421529561237,19.27569591557217
frame_0002.jpg,Padmasana,167.7914903536136,168.02824148736272,157.88136062342204,161.90794959633914,27.755172295946032,16.29506046960135
frame_0003.jpg,Padmasana,111.289461506779,130.79792229333552,167.22413718458574,151.2446223746954,27.159940072432757,20.255807573576007
frame_0004.jpg,Padmasana,167.58976227794383,171.75240232794732,168.58751203012446,159.769178565994,27.015732035842007,27.25115923644274
frame_0005.jpg,Padmasana,172.38129810870095,111.13692629143029,159.76708578827206,155.58205813459713,36.88890904420385,36.68907700654612
frame_0006.jpg,Padmasana,47.46494151919824,83.35661676324763,151.61406415039207,164.29018394161912,41.34410197853576,50.17974119376175
frame_0007.jpg,Padmasana,10.176812640346862,2.105810255794431,159.96676008073476,76.7734217424346,43.73756349275218,59.09010699446174
frame_0008.jpg,Padmasana,20.17055284453488,14.090708042931142,144.9143108639713,113.07109964576684,59.89721674744173,38.887777496866384
frame_0009.jpg,Padmasana,116.93262099504628,154.96768274752395,176.60647738361405,156.93030172588692,32.939737634650456,35.33008364881442
frame_0010.jpg,Padmasana,146.23891612757708,174.84757864371971,175.49101996284915,172.20486637432853,30.49407393628322,27.63508306774206
frame_0011.jpg,Padmasana,148.33272246129215,140.3461144093588,178.61673328335596,175.05228124489855,32.85480465050487,25.71393391491944
frame_0012.jpg,Padmasana,132.9928725464637,127.759980618915,174.33853844933273,170.51128387279886,30.77903695820176,24.44906210037527
frame_0013.jpg,Padmasana,113.16698645010274,118.74660375343063,176.66236159584906,167.5049939251867,33.51057781611817,24.26288216909146
frame_0014.jpg,Padmasana,99.82787117025286,113.13611084543126,179.43097718255103,160.74723456052843,33.1548150712949,25.902979322475137
frame_0000.jpg,Shavasana,160.786148509155,164.5147877928645,123.99361493139672,143.14255010128184,2.0445726706654828,33.331596104117224
frame_0001.jpg,Shavasana,160.0543334910776,162.81264820586333,126.78823240908989,142.0801692821966,4.111499973176166,34.744134641621
frame_0002.jpg,Shavasana,157.14052948052986,160.03367209758994,116.27423182460552,145.00441897903858,6.900155618532065,25.45924513802997
frame_0003.jpg,Shavasana,146.4427032947991,150.3150634075718,123.12761399799282,171.36112725026987,19.66644358374952,13.489051174504365
frame_0004.jpg,Shavasana,127.10321850222137,126.96235109328344,123.90111146863252,178.30526145891503,53.12993047042644,20.2016016006999
frame_0005.jpg,Shavasana,125.2857769333959,126.90481377727708,113.85751001754488,153.1987117727854,72.00690367862917,45.9577572151414
frame_0006.jpg,Shavasana,176.85769121705815,179.12051554715433,123.82715267949688,175.7167048034719,55.64106265223713,32.05516676461602
frame_0007.jpg,Shavasana,172.8815183034614,174.24032506947074,129.46813867838833,156.3995158573282,32.326998282198375,7.066814977311794
frame_0008.jpg,Shavasana,172.48184513105795,177.4196502988701,163.59401829649622,146.7940948402541,21.093397313338208,12.373560825562976
frame_0009.jpg,Shavasana,170.577570978923,175.84670543274447,165.01564665007822,147.22250731025565,21.042988687603888,15.730263592625242
frame_0010.jpg,Shavasana,166.56766228862674,168.75118780837607,156.59165345995646,163.62158775494032,22.58823973685296,11.203663446401489
frame_0011.jpg,Shavasana,163.62951410369377,165.03684513693594,157.51517806259324,160.0477072849379,22.734801442366702,10.75792008810575
frame_0012.jpg,Shavasana,166.67304970750126,168.79801481673553,155.84108513018165,166.18970180103958,23.37782164584078,11.257285666669585
frame_0013.jpg,Shavasana,166.6445801707118,168.8472053254104,153.83115661176686,165.26656807081054,24.217261100723757,10.45405837155156
frame_0014.jpg,Shavasana,161.87593403717756,163.29662106222708,155.1008860850421,162.64186767001937,23.0732870015712,9.3742302773558
frame_0000.jpg,Tadasana,163.61132077605734,171.7637358084235,175.16363007519402,156.41945257061158,9.574349657277608,32.16160466882581
frame_0001.jpg,Tadasana,172.49345350043563,179.75454360670335,168.49378856379633,140.85960473731217,17.179362182343244,26.485368077708365
frame_0002.jpg,Tadasana,179.849064816233,176.3415724078121,165.89530579736336,155.9772920626378,21.80643186589598,24.803064804569548
frame_0003.jpg,Tadasana,178.5264461109358,175.19013515322854,165.67668172778895,160.78532802905653,23.38120833523774,30.48829191574704
frame_0004.jpg,Tadasana,179.2440288496484,177.5157795332197,167.03292243841815,113.54297134919314,38.47104134787981,45.56141343023939
frame_0005.jpg,Tadasana,176.26838538345578,175.11973304737592,8.945129404088894,6.301321761931478,54.89520087493213,66.28977703604961
frame_0006.jpg,Tadasana,179.8048870485261,177.4332730314162,155.1024161985371,127.43517949796048,19.226624858826185,24.61938691939616
frame_0007.jpg,Tadasana,179.4760089835219,174.21258506457775,117.56932512008788,102.93352644531262,25.564784995531767,29.244405313632093
frame_0008.jpg,Tadasana,177.47320425763883,172.29435496239648,39.26035119315354,38.13645507964107,63.66115195541028,68.05509379382417
frame_0009.jpg,Tadasana,177.0897881813651,175.67922708472778,90.9043726032738,103.2107681663315,143.00460945436825,157.9402994284209
frame_0010.jpg,Tadasana,179.03694707768685,173.5701690926374,140.42047512830652,147.2196178883463,164.38097386931184,173.1793964999163
frame_0011.jpg,Tadasana,178.99169351629905,171.731660355587,154.7770808245278,154.60454232092388,174.07685491060744,170.75477617044297
frame_0012.jpg,Tadasana,176.843620457594,174.89450456708315,153.47419179293976,142.88041648975624,176.46466384652012,163.93842238890102
frame_0013.jpg,Tadasana,178.34533299965676,172.5674605360646,164.2216039773126,151.57902906710098,179.86031066381224,171.00043841661122
frame_0014.jpg,Tadasana,179.07544584282007,174.88305592289117,163.46699694337158,150.6483309473939,179.36174933007226,169.87336060162818
frame_0000.jpg,Trikonasana,179.9960848239837,176.79452221862348,169.3646949382533,177.0869226715675,44.87230044239748,29.631984716049185
frame_0001.jpg,Trikonasana,177.9945211519592,174.9676247512232,168.7845953795556,171.24251884220624,66.78892254318545,32.74089066141186
frame_0002.jpg,Trikonasana,179.38816946868607,177.58074876053115,179.61813421605544,175.04369460529506,95.65253943956,48.89288513337147
frame_0003.jpg,Trikonasana,175.01341026897833,159.85718257987617,172.26959760434443,168.92113571805092,133.2158692713437,57.38100745034551
frame_0004.jpg,Trikonasana,173.3973340751563,154.05097330493183,162.71389134533763,165.62188310004638,149.3536157953446,56.82067090083876
frame_0005.jpg,Trikonasana,171.56809157428452,154.56704620129432,161.77076732626105,164.19939816918856,148.14984212534054,58.928722404968944
frame_0006.jpg,Trikonasana,166.64141316140163,155.18686771663178,159.36536095058858,161.17700953270375,144.0263554004384,56.16412635113503
frame_0007.jpg,Trikonasana,169.1432079534632,156.1492653056039,159.83620084444058,160.3080216734742,142.264744306556,58.39598522281337
frame_0008.jpg,Trikonasana,164.93567829739328,164.99619409438534,160.1233779620216,151.2394394710985,134.71763909821107,118.23722889959303
frame_0009.jpg,Trikonasana,168.64327684074257,162.3389206159343,162.29420404103084,167.80328830628633,138.15101737932824,62.09755017023426
frame_0010.jpg,Trikonasana,164.67802251313051,167.0455721649637,164.22441838406348,163.04528930727184,135.74333795113057,131.65879671425716
frame_0011.jpg,Trikonasana,165.4922703295188,163.13532098670436,162.64720398365543,165.54547431753016,137.83886300977477,60.49189491822997
frame_0012.jpg,Trikonasana,159.11634374175338,169.2741164432001,164.8072926171243,168.60016311276237,139.77146070483033,132.35971587371867
frame_0013.jpg,Trikonasana,172.5125166783592,160.9556338683757,160.89181023091666,160.1529893121509,142.5937322182004,55.82937430424047
frame_0014.jpg,Trikonasana,169.4383895570895,160.49372867086697,164.02362888157637,165.61220137724067,135.94331878026185,62.02336956866696
frame_0000.jpg,Vrikshasana,171.50529456151725,154.64685877008978,156.2587435084742,142.04852779417453,20.537372357100708,19.59686119596972
frame_0001.jpg,Vrikshasana,178.68052174663026,159.90835419047545,153.15743389687805,147.55761107717507,24.350558006945946,8.240642521735284
frame_0002.jpg,Vrikshasana,163.82869549739402,127.44692453822655,157.20133953739386,177.34154371385847,23.661115086646035,3.6787891173576006
frame_0003.jpg,Vrikshasana,170.5126642855134,176.26184004267847,148.7961916216274,162.43605647937014,28.580746764948817,21.067773955635506
frame_0004.jpg,Vrikshasana,171.81932488347323,173.52006114904356,178.23294684875958,164.06813651855964,32.215132651808936,12.922018873411847
frame_0005.jpg,Vrikshasana,167.7733904855352,168.6801008205697,177.7003410979461,159.35692436830422,62.11268324933595,12.300856847008944
frame_0006.jpg,Vrikshasana,177.66717622184973,144.97228613998377,175.22400504940435,157.99556819967705,60.298573069345146,13.922840068968314
frame_0007.jpg,Vrikshasana,176.20566993050727,151.71213526114835,172.43022410067928,123.69640796449214,54.21425763112651,18.660790606113032
frame_0008.jpg,Vrikshasana,168.1209013551829,107.87002891519236,152.9256930856753,105.28442156524925,40.92035667966825,0.0620355673974241
frame_0009.jpg,Vrikshasana,168.9517366134231,127.50627209979886,77.19591122977143,80.81508012900396,43.62139123178109,3.594005974974961
frame_0010.jpg,Vrikshasana,158.13409289238146,102.2083417841534,54.68685254614814,70.6284966699386,38.11626928274804,4.462757572752812
frame_0011.jpg,Vrikshasana,155.42768747919462,92.27515261308612,59.36457348982432,76.4291391817681,39.94187447751758,3.290980094002391
frame_0012.jpg,Vrikshasana,161.23454768399145,97.25036448017644,61.02009247119832,71.5121289489138,42.15455025074201,2.721756813323251
frame_0013.jpg,Vrikshasana,158.33013512435625,93.00612573409197,59.02555343531798,77.22473063308384,43.06480817533824,1.980224171939655
frame_0014.jpg,Vrikshasana,161.7531360937235,105.07553326525044,57.57521916397713,82.85753050878633,47.51971035091756,1.6876308117384515
frame_0000.jpg,Bhujangasana,89.23916993748294,96.56140374233097,163.7739097423928,132.7339812892741,101.51064826185912,92.12057367475344
frame_0001.jpg,Bhujangasana,100.86210363219465,104.71851461449096,162.5094046183731,144.53847795159626,91.91218794730489,93.88171900336918
frame_0002.jpg,Bhujangasana,152.31657379440995,151.4571627157036,141.76366330799652,138.65164539587514,62.307824789975406,63.910520775451126
